ID,City,Country,Latitude,Longitude,Elevation (m),Elevation (ft),Max Temp (F),Adj Temp (F),Humidity (%),Wind Speed (mph),Cloudiness (%),Date
18109,Siruguppa,IN,15.63,76.89,370.3122559,1214.935262,74.67,78.92227342,95,4.52,36,1538020546
18110,Yondo,CO,7.01,-73.91,72.60355377,238.2006434,79.71,80.54370225,90,2.39,56,1538020546
18111,Amurrio,ES,43.05,-3,217.8823853,714.8372448,73.4,75.90193036,56,9.17,0,1538019000
18112,Penapolis,BR,-21.42,-50.08,407.4664917,1336.832365,80.6,85.27891328,47,9.17,75,1538017200
18113,Paltin,RO,45.78,26.72,420.8824463,1380.847965,30.48,35.31296788,79,2.73,8,1538020547
18114,Coite Do Noia,BR,-9.63,-36.58,351.9833374,1154.801013,70.17,74.21180354,87,7.99,88,1538020547
18115,Amontada,BR,-3.36,-39.83,34.35111237,112.7005035,75.21,75.60445176,83,10.67,24,1538020548
18116,Kailaras,IN,26.3,77.62,190.1030273,623.6976162,82.4,84.58294166,69,2.24,0,1538017200
18117,Wuchang,CN,44.93,127.16,201.2370605,660.2265977,63.96,66.27079309,87,4.41,0,1538020548
18118,Correia Pinto,BR,-27.59,-50.36,847.9813232,2782.091045,62.25,71.98731866,97,3.4,92,1538020548
18119,Valls,ES,41.28,1.25,195.9498138,642.8799872,60.8,63.05007996,87,8.05,20,1538019000
18120,Ligatne,LV,57.23,25.04,73.82172394,242.1972648,49.38,50.22769043,73,13.02,0,1538020549
18121,Palermo,IT,38.12,13.36,17.90433121,58.741246,66.2,66.40559436,45,19.46,20,1538018400
18122,Sernovodskoye,RU,43.32,45.16,266.9885559,875.9467338,45.24,48.30581357,100,1.39,92,1538020549
18123,Vani,GE,42.09,42.51,52.34933472,171.7497913,59,59.60112427,93,2.24,90,1538017200
18124,Sorso,IT,40.8,8.58,134.3135223,440.6611766,53.6,55.14231412,76,6.93,0,1538018400
18125,Herenthout,BE,51.14,4.75,8.920128822,29.26551545,50,50.1024293,87,1.12,0,1538018700
18126,Manaring,PH,17.17,121.9,36.16908264,118.6649731,88.26,88.67532741,68,3.29,0,1538020550
18127,Canillo,AD,42.57,1.6,1680.054077,5511.988618,41.91,61.20196016,89,2.28,0,1538020550
18128,Lopatari,RO,45.48,26.58,566.5838623,1858.870999,25.08,31.5860485,85,1.95,0,1538020551
18129,Plopis,RO,47.13,22.68,268.0266113,879.3524275,41,44.0777335,93,4.7,68,1538019000
18130,Komatsushima,JP,34.01,134.59,1.98616457,6.516288167,71.6,71.62280701,73,4.7,75,1538017200
18131,Abadzekhskaya,RU,44.39,40.22,354.7564392,1163.899116,41.01,45.08364691,91,2.51,0,1538020551
18132,Niederfeulen,LU,49.86,6.05,310.1309204,1017.489929,50,53.56121475,61,6.93,0,1538018400
18133,Zimmi,SL,7.31,-11.31,93.54659271,306.9114032,71.25,72.32418991,100,2.62,92,1538020552
18134,Litomerice,CZ,50.53,14.13,143.742218,471.5952186,48.2,49.85058326,57,12.75,20,1538019000
18135,Coldingham,GB,55.89,-2.16,84.26732635,276.467615,60.8,61.76763665,87,11.41,20,1538016600
18136,Brodina,RO,47.88,25.43,598.1040039,1962.28354,42.8,49.66799239,70,4.47,0,1538017200
18137,Tanglad,PH,11.29,125.58,6.104559422,20.02808273,85.83,85.90009829,77,13.8,36,1538020553
18138,Zvenigovo,RU,55.97,48.02,67.22044373,220.5395206,37.4,38.17188832,93,15.66,40,1538017200
18139,Cagsiay,PH,14.22,121.75,3.134044409,10.28229826,84.75,84.78598804,87,14.14,8,1538020501
18140,Fresnillo,MX,23.17,-102.87,2194.704102,7200.473005,62.6,87.80165552,67,7.54,40,1538016180
18141,Kolobovo,RU,56.71,41.34,106.6821976,350.0072211,39.3,40.52502527,98,26.55,92,1538020554
18142,Beja,PT,38.02,-7.87,254.2596283,834.1851589,69.8,72.71964806,88,10.29,40,1538017200
18143,Bokaro,IN,23.65,86.15,216.128891,709.0843107,82.32,84.80179509,93,4.41,24,1538020554
18144,Uni,RU,57.75,51.49,171.482193,562.6056381,40.83,42.79911973,85,9.1,68,1538020554
18145,Kalanwali,IN,29.83,74.98,204.046524,669.443998,81.96,84.30305399,76,4.52,0,1538020555
18146,Pathanamthitta,IN,9.27,76.79,37.92193604,124.4158046,78.81,79.24545532,95,2.62,8,1538020555
18147,Yol,IN,32.18,76.38,1169.2771,3836.211079,61.35,74.77673878,42,2.17,0,1538020555
18148,Paine,CL,-33.81,-70.74,403.3929138,1323.467607,55.4,60.03213663,71,2.24,90,1538017200
18149,Mendota,US,36.75,-120.38,51.30812454,168.3337473,87.08,87.66916812,34,3.74,1,1538019300
18150,Ruda Nad Moravou,CZ,49.98,16.88,325.6446228,1068.387904,35.97,39.70935766,84,2.73,24,1538020556
18151,Moosburg,AT,46.66,14.17,502.8358765,1649.724057,37.4,43.1740342,93,5.82,0,1538019000
18152,Sinegorsk,RU,44.77,38.34,88.31484985,289.746892,39.03,40.04411412,90,4.63,0,1538020556
18153,Taretan,MX,19.33,-101.92,1108.809814,3637.827592,66.2,78.93239657,82,1.95,75,1538016060
18154,Apele Vii,RO,44.07,24.06,138.4609528,454.2682322,35.6,37.18993881,80,4.41,0,1538019000
18155,Probota,RO,47.38,27.51,41.65866852,136.675426,35.6,36.07836399,74,6.93,0,1538019000
18156,Kozienice,PL,51.59,21.55,109.61689,359.6354772,53.16,54.41872417,64,17.94,56,1538020558
18157,Barwala,IN,29.37,75.91,227.56987,746.6203323,81.6,84.21317116,80,4.63,0,1538020558
18158,Bangkal,PH,7.07,125.56,51.07707596,167.5757139,89.6,90.186515,62,6.93,75,1538017200
18159,Winston-Salem,US,36.1,-80.24,269.2376404,883.3256201,71.06,74.15163967,97,3.18,90,1538018400
18160,Yamnytsya,UA,48.99,24.71,229.9228668,754.3401384,44.6,47.24019048,100,12.91,75,1538017200
18161,El Roble,CO,9.1,-75.2,86.15421295,282.658188,73.86,74.84930366,100,3.96,80,1538020559
18162,Umred,IN,20.85,79.32,289.4639893,949.6850345,84.2,87.52389762,74,2.24,76,1538017200
18163,Chilakalurupet,IN,16.09,80.17,33.75493622,110.7445449,84.03,84.41760591,84,2.62,24,1538020559
18164,Kheralu,IN,23.89,72.62,170.128006,558.1627671,79.53,81.48356969,66,4.41,0,1538020563
18165,Sao Jose,BR,-2.09,-48.17,16.41351891,53.85012937,77.19,77.37847545,84,6.87,36,1538020563
18166,Drochia,MD,48.03,27.81,206.5855103,677.7740055,35.79,38.16220902,87,5.53,36,1538020563
18167,Perez,PH,14.19,121.92,0,0,84.75,84.75,87,14.14,8,1538020563
18168,Vestnes,NO,62.63,7.09,8.148444176,26.73374159,48.2,48.2935681,81,24.16,90,1538018400
18169,Guelph,CA,43.55,-80.25,322.8825684,1059.326046,57.2,60.90764116,100,2.24,1,1538017200
18170,Harvey,US,41.61,-87.65,183.2312317,601.1523542,57.92,60.02403324,81,5.3,1,1538019300
18171,Nuevo Casas Grandes,MX,30.42,-107.91,1450.671997,4759.422715,69.99,86.6479795,42,7.09,8,1538020564
18172,De Haan,BE,51.28,3.03,0,0,42.8,42.8,86,3.36,0,1538018520
18173,Paro,BT,27.43,89.41,2268.20874,7441.629963,46.86,72.90570487,85,0.6,0,1538020565
18174,Paraguari,PY,-25.62,-57.15,139.3649139,457.2339843,69.8,71.40031894,88,3.36,75,1538017200
18175,Isola Della Scala,IT,45.27,11.01,28.90794182,94.84233183,46.4,46.73194816,87,4.7,0,1538018400
18176,Salem,US,44.94,-123.03,50.77524567,166.585457,73.94,74.5230491,31,8.05,1,1538016960
18177,Alampur,IN,15.88,78.14,263,862.86092,75.21,78.23001322,94,4.41,32,1538020566
18178,Broxburn,GB,55.93,-3.48,77.18489075,253.231277,59,59.88630947,87,23.04,20,1538018400
18179,Tepango,MX,20.03,-97.43,581.3555298,1907.334476,61.35,68.02567067,89,1.16,36,1538020567
18180,Sainte-Martine,CA,45.25,-73.8,35.6951561,117.1100959,60.26,60.66988534,72,6.93,75,1538018100
18181,Tijara,IN,27.94,76.85,291.953949,957.854194,81.15,84.50248968,76,4.52,0,1538020567
18182,Ustynivka,UA,47.96,32.54,83.80977631,274.9664665,35.6,36.56238263,83,4.47,0,1538019000
18183,Zabrze,PL,50.31,18.79,237.6925049,779.8310777,50,52.72940877,57,12.75,75,1538019000
18184,Marumori,JP,37.9,140.76,110.3440628,362.021215,57.2,58.46707425,93,9.17,75,1538017200
18185,Fram,PY,-27.1,-56.02,170.706665,560.0612549,66.2,68.16021439,93,1.12,0,1538017200
18186,La Spezia,IT,44.11,9.83,4.609699726,15.12368725,44.6,44.65293291,87,4.7,0,1538018100
18187,Cabot,US,34.97,-92.02,84.67234802,277.7964263,66.92,67.89228749,68,5.82,75,1538019300
18188,Bhatapara,IN,21.77,81.81,246.7087402,809.4119033,83.4,86.23294166,83,4.74,56,1538020569
18189,Aichach,DE,48.46,11.13,446.2782288,1464.167464,42.8,47.92458612,93,2.24,0,1538018400
18190,Aguia Branca,BR,-18.98,-40.74,171.0607758,561.2230355,64.41,66.37428062,94,4.74,36,1538020569
18191,Fond Du Lac,US,43.77,-88.45,229.660202,753.4783772,48.92,51.55717432,86,9.44,1,1538019300
18192,Chiknayakanhalli,IN,13.42,76.62,803.6820068,2636.752075,69.81,79.03863226,100,1.61,56,1538020570
18193,Kostroma,RU,57.77,40.93,110.9724426,364.0828287,40.29,41.5642899,97,26.78,92,1538020570
18194,Sirmaur,IN,24.84,81.37,312.1758423,1024.19899,83.58,87.16469647,72,4.52,0,1538020570
18195,Rovigo,IT,45.07,11.79,6.306600571,20.69094742,48.2,48.27241832,76,1.12,0,1538018400
18196,Oil City,US,41.43,-79.71,297.9962769,977.678105,53.96,57.38187337,100,5.82,1,1538017440
18197,Nidamangalam,IN,10.77,79.41,22.9901371,75.4269614,81.33,81.59399436,81,4.52,8,1538020571
18198,Tafalla,ES,42.53,-1.67,422.1794434,1385.103205,60.8,65.64786122,72,2.24,0,1538019000
18199,Bentonville,US,36.37,-94.21,392.4454651,1287.55078,57.02,61.52642773,83,5.82,75,1538018100
18200,Bundoran,IE,54.48,-8.28,10.74666691,35.25809466,54.24,54.36340333,100,17.05,64,1538020571
18201,Mitchellville,US,38.9,-76.8,32.02179718,105.0583931,75.92,76.28770438,95,8.43,1,1538020080
18202,Maloyaroslavets,RU,55.01,36.47,199.6279755,654.947447,40.92,43.21231606,95,26.66,92,1538020572
18203,Vyshhorod,UA,50.58,30.49,112.7191086,369.8133602,46.4,47.69434676,75,11.18,90,1538019000
18204,Nowogard,PL,53.67,15.12,49.84614563,163.5372284,59,59.5723803,77,11.41,90,1538019000
18205,Dondaicha,IN,21.33,74.56,165.0639954,541.5485585,80.07,81.96541995,70,3.96,0,1538020573
18206,Caxias,BR,-4.87,-43.35,118.0495758,387.3017703,82.4,83.7555562,65,9.17,0,1538017200
18207,East Longmeadow,US,42.06,-72.51,89.21699524,292.7066867,69.98,71.0044734,82,5.82,75,1538019480
18208,Strasice,CZ,49.74,13.76,517.1724243,1696.759977,48.2,54.13865992,57,12.75,20,1538019000
18209,Aliartos,GR,38.38,23.11,104.0278091,341.2985973,62.6,63.79454509,51,20.8,40,1538018400
18210,Sironko,UG,1.23,34.25,1117.327148,3665.771602,57.03,69.86020061,89,0.72,12,1538020574
18211,Mach,PK,29.87,67.33,982.7837524,3224.356246,64.5,75.78524686,28,1.72,88,1538020574
18212,Mound,US,44.94,-93.67,291.4363098,956.1559027,55.94,59.28654566,54,9.17,1,1538019360
18213,Buriti Bravo,BR,-5.84,-43.84,224.8844452,737.8098832,78.09,80.67233459,69,3.18,24,1538020575
18214,Resavica,RS,44.04,21.58,385.0359497,1263.241345,30.39,34.81134471,81,2.73,0,1538020575
18215,Cacahuatepec,MX,16.89,-99.61,69.72953796,228.7714573,84.2,85.0007001,74,4.52,40,1538016420
18216,Stroud,GB,51.75,-2.22,70.66487885,231.8401611,53.6,54.41144056,81,1.12,0,1538018400
18217,Karacakoy,TR,41.4,28.38,15.50933361,50.88364208,62.6,62.77809275,81,18.34,40,1538018400
18218,Westland,US,42.32,-83.4,204.1175232,669.6769348,55.94,58.28386927,59,6.08,1,1538019360
18219,Turgutlu,TR,38.5,27.71,85.50164795,280.5172267,62.6,63.58181029,48,13.87,75,1538018400
18220,Imaculada,BR,-7.39,-37.51,761.9733276,2499.912572,73.86,82.609694,59,11.79,0,1538020576
18221,Amvrosiyivka,UA,47.79,38.48,138.5753326,454.6434943,33.27,34.86125223,84,6.31,0,1538020577
18222,Gueugnon,FR,46.6,4.06,242,793.96328,46.4,49.17887148,87,2.24,0,1538019000
18223,Leczna,PL,51.3,22.88,172,564.30448,52.35,54.32506568,56,18.72,64,1538020577
18224,Codigoro,IT,44.83,12.11,1.656025767,5.433155578,48.2,48.21901604,76,2.24,0,1538016900
18225,Kryry,CZ,50.17,13.43,354.7916565,1164.014658,48.2,52.2740513,57,12.75,20,1538019000
18226,Fleetwood,GB,53.93,-3.01,4.510109901,14.79694897,59,59.05178932,87,4.7,75,1538018400
18227,Rawatsar,IN,29.26,74.4,186.1466675,610.7174325,85.38,87.51751101,53,4.85,0,1538020578
18228,Velyka Bahachka,UA,49.79,33.72,89.25244141,292.8229799,41.28,42.30488043,80,12.8,76,1538020578
18229,Tholey,DE,49.48,7.03,360.0318909,1181.207029,51.8,55.9342246,87,3.36,0,1538018400
18230,Pathardi,IN,19.17,75.17,551.5888062,1809.674619,74.49,80.82386117,95,3.62,0,1538020579
18231,Garoafa,RO,45.78,27.21,64.93878937,213.0537777,30.48,31.22568822,79,2.73,8,1538020579
18232,Melur,IN,10.03,78.34,152.4317322,500.1041242,84.2,85.95036443,70,5.19,40,1538019000
18233,Risch,CH,47.13,8.46,459.8208618,1508.598676,48.2,53.48009537,93,0.27,20,1538018400
18234,Tengushevo,RU,54.77,42.72,107.2186661,351.7672884,40.29,41.52118551,70,14.92,88,1538020580
18235,Bulusan,PH,14.91,120.74,3.236092329,10.61710116,87.8,87.83715985,66,6.93,75,1538017200
18236,Qazigund,IN,33.59,75.17,1734.669434,5691.172865,52.35,72.26910503,70,2.06,64,1538020581
18237,Sencur,SI,46.25,14.42,409.777771,1344.415302,37.4,42.10545356,77,1.12,0,1538019000
18238,Issaquah,US,47.53,-122.04,26.13196564,85.73479814,64.94,65.24007179,67,4.7,1,1538018100
18239,Tangier,MA,35.78,-5.81,65.7350235,215.6660945,75.2,75.95483133,64,23.04,20,1538019000
18240,Union Hidalgo,MX,16.47,-94.83,13,42.65092,81.87,82.01927822,100,9.66,56,1538020582
18241,Zhangdian,CN,34.98,111.19,768.6346436,2521.767284,60.99,69.81618549,88,3.4,88,1538020582
18242,Winton,NZ,-46.14,168.32,51,167.32284,48.39,48.97562994,88,9.78,80,1538020582
18243,Saga,JP,33.26,130.3,4.494719505,14.74645554,80.6,80.65161259,57,13.87,20,1538017200
18244,Bytosh,RU,53.82,34.09,183.0578918,600.5836539,42.36,44.46204279,95,29.12,92,1538020583
18245,Belmira,CO,6.61,-75.67,2510.298584,8235.888006,60.8,89.62560802,93,2.24,75,1538018100
18246,Arnprior,CA,45.44,-76.36,90.94488525,298.3756173,53.6,54.64431466,76,9.17,20,1538017200
18247,Krasnouralsk,RU,58.36,60.04,228.2165833,748.742095,48.57,51.19059733,78,4.29,88,1538020583
18248,Sao Lourenco Da Serra,BR,-23.85,-46.94,713.7365723,2341.655496,69.8,77.99579424,83,4.7,76,1538017200
18249,Mamburao,PH,13.22,120.6,9,29.52756,77.1,77.20334646,100,4.29,100,1538020584
18250,Ponferrada,ES,42.55,-6.59,522.7247314,1714.976208,49.38,55.38241673,80,1.83,0,1538020584
18251,Williamstown,US,38.64,-84.56,292.2018738,958.6675956,62.06,65.41533658,80,5.82,75,1538016840
18252,Ubaitaba,BR,-14.31,-39.32,59.34253693,194.6933688,68.91,69.59142679,95,2.95,80,1538020585
18253,Quevedo,EC,-1.02,-79.47,79.45866394,260.691163,62.43,63.34241907,98,2.17,92,1538020585
18254,Sarapul,RU,56.48,53.82,84.41850281,276.9636008,42.45,43.4193726,89,5.86,44,1538020585
18255,Cheremnoye,RU,53.17,83.21,198,649.60632,57.2,59.47362212,71,2.24,0,1538017200
18256,Betamcherla,IN,15.47,78.17,398.2382202,1306.555882,75.21,79.78294559,94,4.41,32,1538020586
18257,Sedlcany,CZ,49.66,14.43,333.6246338,1094.569044,48.2,52.03099165,57,12.75,20,1538019000
18258,Baja,HU,46.18,18.95,95.37594604,312.9132188,37.41,38.50519627,81,6.2,0,1538020587
18259,Kamensk-Shakhtinskiy,RU,48.32,40.26,58.46059036,191.7998433,32.73,33.40129945,89,3.4,0,1538020587
18260,Simiti,CO,7.96,-73.94,40,131.2336,73.86,74.3193176,100,0.16,20,1538020587
18261,Pau Brasil,BR,-15.46,-39.65,188.1092072,617.1562112,69.18,71.34004674,95,3.51,88,1538020587
18262,Ajnala,IN,31.84,74.76,230.1368866,755.042303,78.8,81.44264806,83,2.24,40,1538017200
18263,Novi Bilokorovychi,UA,51.12,28.05,186,610.23624,47.67,49.80582684,70,19.17,92,1538020588
18264,Bocholt,BE,51.17,5.58,43.64231491,143.1834525,48.2,48.70114208,81,6.93,0,1538018700
18265,Dhamnod,IN,23.44,74.97,506.0983276,1660.427637,76.29,82.10149673,90,3.96,0,1538020588
18266,Tanushimaru,JP,33.35,130.68,16.11543274,52.87215635,78.8,78.98505255,44,9.17,40,1538017200
18267,Jandira,BR,-23.53,-46.9,746.8684082,2450.355748,73.4,81.97624512,83,4.7,64,1538018400
18268,Tucuru,GT,15.3,-90.07,475.389679,1559.677474,68.82,74.27887116,100,1.61,92,1538020589
18269,San Juan Evangelista,MX,17.88,-95.14,19.78375626,64.90733888,75.21,75.43717569,94,0.49,24,1538020589
18270,Woodburn,US,45.14,-122.86,53.89653778,176.825917,73.94,74.55889071,37,5.82,1,1538016960
18271,Sazonovo,RU,54.2,39.81,142,465.87928,40.29,41.92057748,95,23.09,92,1538020590
18272,Rottenburg,DE,48.48,8.94,345.6597595,1134.054365,41,44.96919028,100,1.12,0,1538018400
18273,Lincoln Village,US,33.83,-118.22,9.301603317,30.51707223,75.92,76.02680975,78,3.36,75,1538017920
18274,Kings Point,US,40.82,-73.74,7.595960617,24.92113143,73.94,74.02722396,93,11.41,90,1538018460
18275,Jacarezinho,BR,-23.16,-49.97,461.8285217,1515.185487,67.47,72.77314921,94,7.09,76,1538020591
18276,Newton Stewart,GB,54.96,-4.48,13.27227497,43.54421062,60.8,60.95240474,82,19.46,75,1538016600
18277,Tokoroa,NZ,-38.22,175.87,344,1128.60896,52.44,56.39013136,69,6.98,92,1538020592
18278,Syedove,UA,47.08,38.16,1.412074685,4.63279111,51.54,51.55621477,100,7.31,0,1538020592
18279,Moravske Budejovice,CZ,49.05,15.81,462.4516296,1517.229805,41,46.31030432,80,2.24,0,1538019000
18280,Suchil,MX,23.62,-103.92,1974.467896,6477.91325,59.28,81.95269638,63,6.08,24,1538020592
18281,Darque,PT,41.68,-8.8,36.63527679,120.1944815,66.2,66.62068069,93,2.28,0,1538019000
18282,Ponta Grossa,BR,-25.09,-50.16,959.8151245,3148.999853,63.33,74.35149949,90,2.84,56,1538020593
18283,Beziers,FR,43.35,3.22,71.08964539,233.2337522,55.4,56.21631813,87,4.7,0,1538019000
18284,Parnu-Jaagupi,EE,58.61,24.51,29.99911118,98.42228391,48.39,48.73447799,70,21.74,0,1538020594
18285,Maharajganj,IN,26.11,84.5,66.04444122,216.6812445,83.94,84.69838436,69,6.2,0,1538020594
18286,Nyirmeggyes,HU,47.92,22.27,137,449.47508,41,42.57316278,100,2.24,64,1538019000
18287,Loma Bonita,MX,18.11,-95.88,36.22206879,118.8388122,78.18,78.59593584,86,6.76,12,1538020594
18288,Haigerloch,DE,48.37,8.8,456.4629517,1497.58191,41,46.24153669,100,1.12,0,1538018400
18289,Juazeiro Do Norte,BR,-7.22,-39.32,429.3605652,1408.663317,79.62,84.55032161,38,7.87,80,1538020595
18290,Kalur Kot,PK,32.16,71.27,192.2474976,630.7332799,76.83,79.03756648,82,4.07,88,1538020595
18291,Copparo,IT,44.89,11.82,2.070623875,6.793385633,48.2,48.22377685,66,8.05,0,1538018400
18292,Pomoryany,UA,49.64,24.93,337.2497864,1106.462589,47.49,51.36261906,60,14.81,64,1538020596
18293,Khammam,IN,17.25,80.15,125.0136261,410.149705,78.99,80.42552397,94,1.95,36,1538020596
18294,Sukhoy Log,RU,56.9,62.03,171.2648926,561.8927102,55.05,57.01662449,79,5.19,92,1538020596
18295,Bhopal,IN,23.25,77.4,509.5573425,1671.776112,78.8,84.65121639,74,4.7,0,1538017200
18296,Venancio Aires,BR,-29.61,-52.19,42.32173538,138.8508423,67.02,67.50597795,98,2.17,88,1538020597
18297,Hillcrest Heights,US,38.83,-76.96,84.10035706,275.9198154,75.92,76.88571935,95,8.43,1,1538020080
18298,Kulebaki,RU,55.41,42.53,105.9422226,347.5794816,40.92,42.13652819,72,11.79,88,1538020597
18299,Lazdijai,LT,54.23,23.51,125.676445,412.3243078,56.31,57.75313508,93,21.52,92,1538020597
18300,Pipili,IN,20.12,85.83,14.12821579,46.35241549,84.2,84.36223345,89,3.36,68,1538017200
18301,Michelstadt,DE,49.68,9.01,223.6235199,733.672989,42.8,45.36785546,87,1.12,0,1538018400
18302,Manzanares,ES,39,-3.37,660.3231812,2166.414706,63.15,70.73245147,86,12.68,8,1538020598
18303,Shinuhayr,AM,39.43,46.32,1337.25647,4387.324516,48.57,63.92563581,99,2.28,88,1538020598
18304,Nana,RO,44.27,26.59,41.86044312,137.3374162,37.4,37.88068096,74,2.24,0,1538019000
18305,Grand Rapids,US,42.96,-85.67,188.2050476,617.4706484,50,52.16114727,89,5.75,1,1538019540
18306,Sao Luis Do Quitunde,BR,-9.32,-35.56,7.238395214,23.74801655,71.6,71.68311806,88,3.36,75,1538017200
18307,Muroran,JP,42.32,140.98,50.15790176,164.5600504,62.6,63.17596018,77,13.87,75,1538017200
18308,Turlock,US,37.49,-120.85,31.84290314,104.4714703,80.96,81.32565015,36,3.36,1,1538016900
18309,Sennan,JP,34.36,135.28,37.4454689,122.8525922,71.6,72.02998407,77,2.24,75,1538017200
18310,Pell City,US,33.59,-86.29,191.4645081,628.1644166,71.96,74.15857546,100,2.95,40,1538019300
18311,Kozmodemyansk,RU,56.33,46.55,138.4551086,454.2490586,37.4,38.98987171,93,15.66,40,1538017200
18312,Kumta,IN,14.42,74.4,2.705777884,8.877224311,79.53,79.56107029,93,3.96,36,1538020601
18313,Carmona,ES,37.47,-5.64,217.4613342,713.4558438,75.2,77.69709545,73,9.17,20,1538019000
18314,Tavagnacco,IT,46.13,13.21,146.8361359,481.745868,57.2,58.88611054,87,1.12,0,1538018400
18315,Montbrison,FR,45.61,4.07,386.7047119,1268.716287,50,54.440507,87,2.24,0,1538019000
18316,Lathrop,US,37.82,-121.28,6.662859917,21.85977733,80.96,81.03650922,29,4.7,1,1538016900
18317,Piqua,US,40.14,-84.24,263.1409912,863.3234896,59,62.02163221,71,5.82,1,1538018100
18318,Ladovskaya Balka,RU,45.63,41.4,92.68447876,304.0829453,40.56,41.62429031,88,5.64,0,1538020602
18319,Naruto,JP,34.18,134.62,25.68035889,84.25314865,71.6,71.89488602,73,4.7,75,1538017200
18320,Haveli,PK,33.47,72.12,340.3946228,1116.780294,72.87,76.77873103,82,4.07,64,1538020603
18321,Qianguo,CN,45.12,124.86,131,429.79004,68.91,70.41426514,49,5.19,0,1538020603
18322,Babra,IN,21.84,71.3,163.0729675,535.0163148,77.91,79.7825571,80,6.64,0,1538020603
18323,Quakenbruck,DE,52.68,7.95,26,85.30184,53.6,53.89855644,81,3.36,92,1538018400
18324,Sinaia,RO,45.35,25.55,812.2244263,2664.778387,23.01,32.33672435,75,1.83,0,1538020604
18325,Compostela,MX,21.24,-104.9,861.890686,2827.725438,71.6,81.49703903,94,5.82,75,1538016780
18326,San Jose Del Guaviare,CO,2.57,-72.65,179.780838,589.8321646,73.23,75.29441258,95,1.72,48,1538020604
18327,Thiadiaye,SN,14.42,-16.71,17.298666,56.75415536,78.8,78.99863954,94,2.24,40,1538017200
18328,Purwakarta,ID,-6.56,107.44,81.61066437,267.7515321,85.11,86.04713036,66,3.62,8,1538020605
18329,Armacao De Pera,PT,37.1,-8.36,0,0,77,77,73,16.11,0,1538017200
18330,Nova Gradiska,HR,45.26,17.38,131.3475494,430.9302941,35.6,37.10825603,93,3.36,0,1538019000
18331,Oyotun,PE,-6.85,-79.3,217.0798492,712.2042526,66.2,68.69271488,29,14.99,0,1538017200
18332,Rangpo,IN,27.17,88.53,379.5782166,1245.335396,70.71,75.06867389,92,0.94,64,1538020606
18333,Barnala,IN,30.38,75.54,228.9581604,751.175091,80.79,83.41911282,78,4.41,0,1538020606
18334,Kainan,JP,34.15,135.21,3.806341171,12.48799637,69.8,69.84370799,77,2.24,75,1538017200
18335,Badoc,PH,17.93,120.48,7.561948776,24.80954402,86,86.0868334,70,6.93,20,1538017200
18336,Guindulman,PH,9.76,124.49,0,0,83.4,83.4,92,19.84,12,1538020607
18337,Dobroteasa,RO,44.79,24.36,212.8533325,698.3377275,35.6,38.04418205,80,2.84,0,1538019000
18338,Tapioszentmarton,HU,47.34,19.75,105.9971542,347.7597035,41,42.21715896,80,3.18,0,1538019000
18339,Celarevo,RS,45.27,19.53,77.43199921,254.0420003,33.8,34.689147,84,1.12,0,1538019000
18340,Hajiganj,BD,23.25,90.85,11.75940704,38.580733,84.66,84.79503257,93,6.64,36,1538020363
18341,Inskoy,RU,54.43,86.44,220,721.7848,60.45,62.9762468,84,5.86,32,1538020608
18342,Kazan,RU,55.78,49.12,51.18638229,167.9343305,42.8,43.38777016,75,11.18,75,1538017200
18343,Caaguazu,PY,-25.45,-56.02,326.2489014,1070.370446,68.1,71.84629656,94,7.43,92,1538020608
18344,Goito,IT,45.25,10.67,32.59608078,106.9425257,46.4,46.77429884,87,4.7,0,1538018400
18345,Masaya,PH,14.14,121.27,27.13088799,89.01210254,87.8,88.11154236,79,9.17,20,1538017200
18346,Mahad,IN,18.08,73.42,9.226343155,30.27015568,76.47,76.57594554,98,2.73,76,1538020609
18347,Luis Gil Perez,MX,17.87,-93.05,18.23111153,59.81335994,77,77.20934676,88,5.82,40,1538016300
18348,Bhim Tal,IN,29.35,79.57,1663.700195,5458.334149,68.28,87.38416952,80,2.39,0,1538020610
18349,Yuma,US,32.73,-114.62,41.04042053,134.6470533,91.94,92.41126469,26,5.82,1,1538017020
18350,Bridgend,GB,51.51,-3.58,20.00233269,65.62445317,53.6,53.82968559,100,3.36,0,1538018400
18351,Karambakkudi,IN,10.08,78.99,36.44428635,119.5678724,79.98,80.39848755,100,4.29,32,1538020610
18352,Iskandar,UZ,41.56,69.71,664.1990967,2179.130964,68,75.62695838,49,9.17,75,1538017200
18353,Kodra,UA,50.59,29.56,156.0195618,511.875219,44.6,46.39156327,93,13.42,92,1538017200
18354,Tamesis,CO,5.66,-75.71,1520.681885,4989.113955,60.8,78.26189884,93,2.24,75,1538018100
18355,Epiniana,GR,39.14,21.61,1112.612427,3650.303354,49.38,62.15606174,49,8.77,36,1538020611
18356,Dasmarinas,PH,14.33,120.94,84.84977722,278.3785431,87.8,88.7743249,79,9.17,20,1538017200
18357,Shablykino,RU,52.85,35.2,187.2177734,614.2315598,40.65,42.79981046,93,25.77,92,1538020612
18358,Prochnookopskaya,RU,45.06,41.12,199.8647919,655.7244038,44.16,46.45503541,91,2.28,44,1538020612
18359,Shaghat,AM,39.57,45.91,1709.243774,5607.755345,68,87.62714371,56,9.17,88,1538017200
18360,Martinez,US,38.01,-122.13,12.19958687,40.02489258,78.98,79.12008712,71,6.93,1,1538019300
